0;0;0.03;
0;0.02;0.3958573;
0;0.04;0.4047199;
0;0.06;0.4160249;
0;0.08000001;0.4269336;
0;0.1;0.4360959;
0;0.12;0.4434567;
0;0.14;0.4479211;
0;0.16;0.4509486;
0;0.18;0.4532721;
0;0.2;0.454907;
0;0.22;0.455958;
0;0.24;0.4563006;
0;0.26;0.4555606;
0;0.28;0.4542848;
0;0.3;0.451102;
0;0.32;0.4468814;
0;0.34;0.4414243;
0;0.36;0.4345625;
0;0.38;0.4270414;
0;0.4;0.4185536;
0;0.42;0.4086851;
0;0.44;0.3982954;
0;0.46;0.3873648;
0;0.48;0.37518;
0;0.5000001;0.3622831;
0;0.52;0.3482172;
0;0.54;0.3340814;
0;0.5600001;0.3200643;
0;0.58;0.3063737;
0;0.6;0.2932222;
0;0.6200001;0.2809406;
0;0.64;0.2693897;
0;0.66;0.2574388;
0;0.6800001;0.2451765;
0;0.7;0.2329205;
0;0.72;0.2220366;
0;0.7400001;0.2130359;
0;0.7600001;0.2061014;
0;0.78;0.1997039;
0;0.8000001;0.1943108;
0;0.8200001;0.1891438;
0;0.84;0.1844577;
0;0.8600001;0.1804551;
0;0.8800001;0.1769085;
0;0.9;0.1737068;
0;0.9200001;0.1714316;
0;0.9400001;0.1697575;
0;0.96;0.1682847;
0;0.9800001;0.1668609;
0;1;0.1656344;
0;1.02;0.1645794;
0;1.04;0.1638616;
0;1.06;0.1633219;
0;1.08;0.1627748;
0;1.1;0.1621233;
0;1.12;0.1613758;
0;1.14;0.1605971;
0;1.16;0.1621884;
0;1.18;0.1475976;
0;1.2;0.1194352;
0;1.2;0.03;
